t,cpu_percent,rss_gb,threads
1789978589.9108546,88.1,0.17444229125976562,43
1789978590.169817,100.0,0.17447280883789062,43
1789978590.4261644,94.0,0.17447662353515625,43
1789978590.6824656,93.8,0.17447662353515625,43
1789978590.9391341,94.3,0.1746826171875,43
1789978591.1958153,100.0,0.17470932006835938,43
1789978591.4531577,106.2,0.174713134765625,43
1789978591.710907,94.0,0.17471694946289062,43
1789978591.9665084,106.2,0.174468994140625,43
1789978592.2232692,94.3,0.17449188232421875,43
1789978592.4788995,93.8,0.17449569702148438,43
1789978592.735423,93.8,0.17449569702148438,43
1789978592.9914625,94.0,0.17446517944335938,43
1789978593.248145,100.0,0.17450332641601562,43
1789978593.503776,94.0,0.17450332641601562,43
1789978593.759707,100.0,0.17450714111328125,43
1789978594.0163786,106.2,0.17450332641601562,43
1789978594.2718906,88.4,0.1745147705078125,43
1789978594.529764,106.2,0.1745147705078125,43
1789978594.7856889,94.0,0.17451858520507812,43
1789978595.041625,100.0,0.1745147705078125,43
1789978595.3077164,94.0,0.174530029296875,43
1789978595.5646248,94.3,0.17453384399414062,43
1789978595.8220105,100.0,0.17453384399414062,43
1789978596.0841403,94.0,0.174530029296875,43
1789978596.340634,100.0,0.17454147338867188,43
1789978596.6214406,94.5,0.17454147338867188,43
1789978596.8825521,99.9,0.17461395263671875,43
1789978597.1382837,87.5,0.17473220825195312,43
1789978597.3939567,94.3,0.17479324340820312,43
1789978597.6513393,100.0,0.1748046875,43
1789978597.9086518,94.0,0.17475128173828125,43
1789978598.1644957,87.5,0.17480087280273438,43
1789978598.4218118,100.0,0.1748046875,43
1789978598.6790783,94.0,0.17481231689453125,43
1789978598.9356468,100.0,0.17478561401367188,43
1789978599.191414,88.4,0.1748199462890625,43
1789978599.4469788,93.8,0.1748199462890625,43
1789978599.7028062,93.8,0.17482376098632812,43
1789978599.9587188,94.0,0.17480087280273438,43
1789978600.2247207,94.3,0.17482757568359375,43
1789978600.4824948,87.5,0.17483139038085938,43
1789978600.7387354,99.9,0.174835205078125,43
1789978601.0042436,82.2,0.17480850219726562,43
1789978601.2603533,100.0,0.17484283447265625,43
1789978601.5160906,106.2,0.17484664916992188,43
1789978601.772293,88.4,0.17485427856445312,43
1789978602.031497,100.0,0.17482757568359375,43
1789978602.2889726,94.0,0.17486190795898438,43
1789978602.544331,93.8,0.17486190795898438,43
1789978602.800823,94.0,0.1751251220703125,43
1789978603.0563118,93.8,0.1748504638671875,43
1789978603.3121715,93.8,0.17487335205078125,43
1789978603.5681078,88.4,0.17487716674804688,43
1789978603.8237312,100.0,0.1748809814453125,43
1789978604.0803466,99.9,0.17486953735351562,43
1789978604.3372896,100.0,0.17488479614257812,43
1789978604.5950172,93.8,0.174896240234375,43
1789978604.850452,88.4,0.17490005493164062,43
1789978605.1066113,100.0,0.174896240234375,43
1789978605.3646855,99.9,0.17490386962890625,43
1789978605.6220133,100.0,0.17490768432617188,43
1789978605.8907814,99.9,0.17490768432617188,43
1789978606.1473727,94.3,0.174896240234375,43
1789978606.4040818,93.8,0.1749114990234375,43
1789978606.6597958,94.0,0.17491531372070312,43
1789978606.928165,94.0,0.17491912841796875,43
1789978607.1853044,93.8,0.1749114990234375,43
1789978607.4412208,94.3,0.17492294311523438,43
1789978607.697019,93.8,0.17492294311523438,43
1789978607.9530535,93.8,0.17486953735351562,43
1789978608.2111475,88.1,0.17493820190429688,43
1789978608.4674945,100.0,0.17493820190429688,43
1789978608.7241054,94.3,0.1749420166015625,43
1789978608.9801705,93.8,0.17493057250976562,43
1789978609.2383814,94.0,0.17494583129882812,43
1789978609.4948523,100.0,0.17494964599609375,43
1789978609.7510633,93.8,0.1749267578125,41
1789978610.0066462,99.9,0.17478179931640625,41
1789978610.2621152,87.5,0.17481231689453125,41
1789978610.5178418,82.5,0.17481613159179688,41
1789978610.7735977,100.0,0.17481613159179688,41
1789978611.0298347,100.0,0.17479705810546875,41
1789978611.2871208,94.0,0.17483139038085938,41
1789978611.5576885,99.9,0.17483139038085938,41
1789978611.8156083,94.3,0.174835205078125,41
1789978612.0724072,100.0,0.1748199462890625,41
1789978612.3291996,106.2,0.17484283447265625,41
1789978612.5863366,94.0,0.17484664916992188,41
1789978612.8444297,106.2,0.1748504638671875,41
1789978613.1028388,94.3,0.174835205078125,41
1789978613.3581192,106.2,0.17485427856445312,41
1789978613.6141593,94.0,0.17485809326171875,41
1789978613.870393,100.0,0.17485809326171875,41
1789978614.1326642,99.9,0.17484664916992188,41
1789978614.398767,94.3,0.17487335205078125,41
1789978614.658241,94.0,0.17487716674804688,41
1789978614.914443,87.5,0.17487716674804688,41
1789978615.1710587,100.0,0.1748809814453125,41
1789978615.4275355,94.0,0.17488479614257812,41
1789978615.683871,100.0,0.17488479614257812,41
1789978615.9422016,94.3,0.17488861083984375,41
1789978616.1982236,100.0,0.1748809814453125,41
1789978616.454998,94.0,0.17489242553710938,41
1789978616.7182589,100.0,0.174896240234375,41
1789978616.974049,94.3,0.17490005493164062,41
1789978617.2306314,100.0,0.17490386962890625,41
1789978617.4876888,99.9,0.1749114990234375,41
1789978617.7430193,100.0,0.17491531372070312,41
1789978617.9991882,106.2,0.17491912841796875,41
1789978618.275517,94.5,0.17492294311523438,41
1789978618.5425606,76.4,0.17492294311523438,41
1789978618.797877,100.0,0.1749267578125,41
1789978619.0550506,88.1,0.17493438720703125,41
1789978619.3137622,87.5,0.17493438720703125,41
1789978619.5717144,94.3,0.17493820190429688,41
1789978619.8277714,93.8,0.1749420166015625,41
1789978620.0836456,94.0,0.17488861083984375,41
1789978620.3395708,93.8,0.17494583129882812,41
1789978620.59554,100.2,0.174957275390625,41
1789978620.852901,100.0,0.174957275390625,41
1789978621.1083755,100.0,0.1749114990234375,41
1789978621.365559,94.0,0.17496871948242188,41
1789978621.6315908,99.9,0.17496871948242188,41
1789978621.8892486,100.0,0.1749725341796875,41
1789978622.1466498,94.3,0.17494583129882812,41
1789978622.4038284,87.5,0.17497634887695312,41
1789978622.6612468,99.9,0.17497634887695312,41
1789978622.9204104,87.5,0.17497634887695312,41
1789978623.1776266,88.1,0.17496490478515625,41
1789978623.4350734,93.8,0.17498779296875,41
1789978623.6903906,100.2,0.17498779296875,41
1789978623.9465437,100.0,0.17499923706054688,41
1789978624.2038062,106.2,0.17498016357421875,41
1789978624.4611976,94.0,0.1750030517578125,41
1789978624.717399,100.0,0.17500686645507812,41
1789978624.9732869,88.4,0.17500686645507812,41
1789978625.228967,93.8,0.17500686645507812,41
1789978625.4858148,100.0,0.17501068115234375,41
1789978625.7418807,88.1,0.17501449584960938,41
1789978626.0107517,94.0,0.17501449584960938,41
1789978626.2784865,106.1,0.17501068115234375,41
1789978626.5352776,94.0,0.17502212524414062,41
1789978626.7909348,100.0,0.17502212524414062,41
1789978627.0472386,93.8,0.17502593994140625,41
1789978627.3047905,94.0,0.1750335693359375,41
1789978627.5665681,94.3,0.17503738403320312,41
1789978627.8219578,93.8,0.17504119873046875,41
